2
8 4
4 4
12
2 1 10 1
2 2 11 1
2 3 12 1
2 4 13 1
2 5 14 1
2 6 15 1
2 7 18 1
2 8 19 1
2 9 20 1
2 10 21 1
2 11 22 1
2 12 23 1


