1 
596  596 
596 
0.60294149  0.0015732894   
0.59888128  0.0031360197   
0.59482106  0.0046881911   
0.59076085  0.0062298035   
0.58670064  0.0077608569   
0.58264043  0.0092813513   
0.57858022  0.010791287   
0.57452  0.012290663   
0.57045979  0.013779481   
0.56639958  0.015257739   
0.56233937  0.016725439   
0.55827916  0.018182579   
0.55421894  0.019629161   
0.55015873  0.021065183   
0.54609852  0.022490647   
0.54203831  0.023905551   
0.5379781  0.025309897   
0.53391788  0.026703683   
0.52985767  0.028086911   
0.52579746  0.029459579   
0.52173725  0.030821689   
0.51767704  0.03217324   
0.51361682  0.033514231   
0.50955661  0.034844664   
0.5054964  0.036164537   
0.50143619  0.037473852   
0.49737597  0.038772608   
0.49331576  0.040060804   
0.48925555  0.041338442   
0.48519534  0.042605521   
0.48113513  0.04386204   
0.47707491  0.045108001   
0.4730147  0.046343403   
0.46895449  0.047568245   
0.46489428  0.048782529   
0.46083407  0.049986254   
0.45677385  0.05117942   
0.45271364  0.052362027   
0.44865343  0.053534074   
0.44459322  0.054695563   
0.44053301  0.055846493   
0.43647279  0.056986864   
0.43241258  0.058116676   
0.42835237  0.059235928   
0.42429216  0.060344622   
0.42023195  0.061442757   
0.41617173  0.062530333   
0.41211152  0.06360735   
0.40805131  0.064673808   
0.4039911  0.065729707   
0.39993089  0.066775047   
0.39587067  0.067809827   
0.39181046  0.068834049   
0.38775025  0.069847712   
0.38369004  0.070850816   
0.37962983  0.071843361   
0.37556961  0.072825347   
0.3715094  0.073796774   
0.36744919  0.074757642   
0.36338898  0.075707951   
0.35932877  0.076647701   
0.35526855  0.077576892   
0.35120834  0.078495524   
0.34714813  0.079403597   
0.34308792  0.080301111   
0.33902771  0.081188067   
0.33496749  0.082064463   
0.33090728  0.0829303   
0.32684707  0.083785578   
0.32278686  0.084630297   
0.31872665  0.085464457   
0.31466643  0.086288058   
0.31060622  0.0871011   
0.30654601  0.087903584   
0.3024858  0.088695508   
0.29842558  0.089476873   
0.29436537  0.090247679   
0.29030516  0.091007926   
0.28624495  0.091757615   
0.28218474  0.092496744   
0.27812452  0.093225314   
0.27406431  0.093943325   
0.2700041  0.094650778   
0.26594389  0.095347671   
0.26188368  0.096034005   
0.25782346  0.09670978   
0.25376325  0.097374997   
0.24970304  0.098029654   
0.24564283  0.098673752   
0.24158262  0.099307292   
0.2375224  0.099930272   
0.23346219  0.10054269   
0.22940198  0.10114456   
0.22534177  0.10173586   
0.22128156  0.1023166   
0.21722134  0.10288679   
0.21316113  0.10344642   
0.20910092  0.10399548   
0.20504071  0.10453399   
0.2009805  0.10506194   
0.19692028  0.10557933   
0.19286007  0.10608616   
0.18879986  0.10658244   
0.18473965  0.10706815   
0.18067944  0.1075433   
0.17661922  0.1080079   
0.17255901  0.10846194   
0.1684988  0.10890541   
0.16443859  0.10933833   
0.16037838  0.10976069   
0.15631816  0.11017249   
0.15225795  0.11057373   
0.14819774  0.11096442   
0.14413753  0.11134454   
0.14007732  0.1117141   
0.1360171  0.11207311   
0.13195689  0.11242156   
0.12789668  0.11275944   
0.12383647  0.11308677   
0.11977626  0.11340354   
0.11571604  0.11370975   
0.11165583  0.1140054   
0.10759562  0.1142905   
0.10353541  0.11456503   
0.099475195  0.11482901   
0.095414983  0.11508242   
0.091354771  0.11532528   
0.087294559  0.11555758   
0.083234347  0.11577931   
0.079174135  0.11599049   
0.075113923  0.11619112   
0.071053711  0.11638118   
0.066993499  0.11656068   
0.062933287  0.11672962   
0.058873075  0.11688801   
0.054812863  0.11703583   
0.050752651  0.1171731   
0.046692438  0.11729981   
0.042632226  0.11741596   
0.038572014  0.11752155   
0.034511802  0.11761658   
0.03045159  0.11770105   
0.026391378  0.11777496   
0.022331166  0.11783832   
0.018270954  0.11789111   
0.014210742  0.11793335   
0.01015053  0.11796503   
0.0060903181  0.11798614   
0.002030106  0.1179967   
-0.002030106  0.1179967   
-0.0060903181  0.11798614   
-0.01015053  0.11796503   
-0.014210742  0.11793335   
-0.018270954  0.11789111   
-0.022331166  0.11783832   
-0.026391378  0.11777496   
-0.03045159  0.11770105   
-0.034511802  0.11761658   
-0.038572014  0.11752155   
-0.042632226  0.11741596   
-0.046692438  0.11729981   
-0.050752651  0.1171731   
-0.054812863  0.11703583   
-0.058873075  0.11688801   
-0.062933287  0.11672962   
-0.066993499  0.11656068   
-0.071053711  0.11638118   
-0.075113923  0.11619112   
-0.079174135  0.11599049   
-0.083234347  0.11577931   
-0.087294559  0.11555758   
-0.091354771  0.11532528   
-0.095414983  0.11508242   
-0.099475195  0.11482901   
-0.10353541  0.11456503   
-0.10759562  0.1142905   
-0.11165583  0.1140054   
-0.11571604  0.11370975   
-0.11977626  0.11340354   
-0.12383647  0.11308677   
-0.12789668  0.11275944   
-0.13195689  0.11242156   
-0.1360171  0.11207311   
-0.14007732  0.1117141   
-0.14413753  0.11134454   
-0.14819774  0.11096442   
-0.15225795  0.11057373   
-0.15631816  0.11017249   
-0.16037838  0.10976069   
-0.16443859  0.10933833   
-0.1684988  0.10890541   
-0.17255901  0.10846194   
-0.17661922  0.1080079   
-0.18067944  0.1075433   
-0.18473965  0.10706815   
-0.18879986  0.10658244   
-0.19286007  0.10608616   
-0.19692028  0.10557933   
-0.2009805  0.10506194   
-0.20504071  0.10453399   
-0.20910092  0.10399548   
-0.21316113  0.10344642   
-0.21722134  0.10288679   
-0.22128156  0.1023166   
-0.22534177  0.10173586   
-0.22940198  0.10114456   
-0.23346219  0.10054269   
-0.2375224  0.099930272   
-0.24158262  0.099307292   
-0.24564283  0.098673752   
-0.24970304  0.098029654   
-0.25376325  0.097374997   
-0.25782346  0.09670978   
